scenario_label,observed_action,relationship_condition,alt_idx,action_text,is_share
soup,action_3,0,1,They swap bowls and eat from the other's,1
soup,action_3,0,2,One person eats from both bowls while the other doesn't eat soup,0
soup,action_3,0,3,They ask the waiter to divide each soup into two smaller portions,1
soup,action_3,0,4,"Christina eats from her bowl and Tanya eats from hers, but they discuss the tastes",1
soup,action_3,0,5,One person tastes the other's soup using their own spoon,1
soup,action_3,0,6,Neither of them eats the soup,0
soup,action_3,0,7,"They use a single spoon to take turns eating from one bowl, then the other",1
soup,action_3,0,8,Christina or Tanya decides to eat their soup in a separate room,0
soup,action_3,50,0,Christina and Tanya eat from their own bowls only,0
soup,action_3,50,1,They swap bowls after a few spoonfuls to try each other's soup,1
soup,action_3,50,2,Christina tries Tanya's soup and then returns to her own bowl,1
soup,action_3,50,3,One person eats all of their soup and then finishes the other's bowl,1
soup,action_3,50,4,They order one bowl to share and split it between them,1
soup,action_3,50,5,Christina and Tanya don't touch each other's bowls at all,0
soup,action_3,50,6,They use a single spoon to take turns eating from one bowl and then the other,1
soup,action_3,50,7,"One person doesn't eat soup, letting the other have both",0
soup,action_3,50,8,They ask the waiter to split each soup into two smaller bowls for sharing,1
soup,action_3,75,0,Each eats only from their own bowl,0
soup,action_3,75,1,They swap bowls after a few spoons to try each other's soup,1
soup,action_3,75,2,"Christina eats from her own bowl and Tanya eats from hers, but they discuss the taste and ingredients",0
soup,action_3,75,3,"One person eats all of one soup and the other person eats all of the other soup, without trying the other's",0
soup,action_3,75,4,They order one soup to share and one individual soup,1
soup,action_3,75,5,Christina tries Tanya's soup using Tanya's spoon,1
soup,action_3,75,6,They ask the waiter to split each soup into two smaller bowls so they can both try each,1
soup,action_3,75,7,"Neither of them eats the soup, they just order other dishes",0
soup,action_3,75,8,"One person tastes the other's soup, then decides which one to eat",1
soup,action_3,75,9,"They decide to eat their main courses first and leave the soups for later, eating them separately",0
soup,action_3,100,0,each eats only from their own bowl,0
soup,action_3,100,1,they decide not to eat the soup at all,0
soup,action_3,100,2,one person eats from both bowls while the other doesn't have any,0
soup,action_3,100,3,they ask the waiter to split the soups into smaller portions to share,1
soup,action_3,100,4,"Christina eats her chicken noodle soup and Tanya eats her lentil soup, then they switch bowls",1
soup,action_3,100,5,they order one soup to share and take turns eating from the same spoon,1
soup,action_3,100,6,"one person tastes the other's soup using their own spoon, then returns to their own bowl",1
soup,action_3,100,7,they have the waiter bring extra spoons and they take turns eating from each other's bowls,1
wedding,action_0,0,0,"They decide to share both dishes, splitting each in half",1
wedding,action_0,0,1,"Maxwell eats alone, but tells Ralph all about his risotto",0
wedding,action_0,0,2,"Ralph orders for both of them, choosing one dish they'll both eat",1
wedding,action_0,0,3,"Neither of them eats, choosing to skip the main course instead",0
wedding,action_0,0,4,Maxwell and Ralph ask the waiter if they can get a tasting portion of each to share,1
wedding,action_0,0,5,"They sit apart from each other, not discussing their food choices at all",0
wedding,action_0,0,6,"Maxwell offers Ralph a bite of his risotto, but keeps the rest to himself",1
wedding,action_0,0,7,"Ralph and Maxwell discuss their food choices, but still eat separately",0
wedding,action_0,0,8,"They exchange dishes after a few bites, to try each other's choices",1
wedding,action_0,50,0,They decide to order one of each dish and split them 50/50,1
wedding,action_0,50,1,Maxwell orders both dishes and eats them by himself,0
wedding,action_0,50,2,Ralph orders both dishes and eats them by himself,0
wedding,action_0,50,3,"They flip a coin to decide which dish to order, and they both get the same thing",0
wedding,action_0,50,4,They ask the waiter if they can get a small taste of each dish before ordering,1
wedding,action_0,50,5,Maxwell gets the mushroom risotto and Ralph gets a completely different dish not offered to the other guests,0
wedding,action_0,50,6,They both decline to order the main course,0
wedding,action_0,50,7,Maxwell and Ralph take a bite of each other's dish after they're served,1
wedding,action_0,50,8,They order multiple appetizers instead of main courses and share those,1
wedding,action_0,75,0,They decide to order one of each dish and split them evenly between themselves,1
wedding,action_0,75,1,Maxwell orders both dishes and eats them by himself,0
wedding,action_0,75,2,Ralph orders both dishes and eats them by himself,0
wedding,action_0,75,3,"They flip a coin to decide who gets which dish, and the loser doesn't eat",0
wedding,action_0,75,4,They ask the waiter if they can get a small taste of each dish to share,1
wedding,action_0,75,5,Maxwell gets the mushroom risotto and Ralph doesn't order anything,0
wedding,action_0,75,6,Ralph gets the coconut curry salmon and Maxwell doesn't order anything,0
wedding,action_0,75,7,They decide not to order either dish and leave,0
wedding,action_0,75,8,"They ask if they can order a dish to share, such as a platter with both options",1
wedding,action_0,75,9,Maxwell and Ralph take a bite of each other's dish after they're served,1
wedding,action_0,100,0,They decide to order one of each and split both dishes,1
wedding,action_0,100,1,"Maxwell orders for both of them, choosing one dish",0
wedding,action_0,100,2,"Ralph orders for both of them, choosing one dish",0
wedding,action_0,100,3,They flip a coin to decide which dish they will both order,0
wedding,action_0,100,4,They ask the waiter for a recommendation and both order the same dish,0
wedding,action_0,100,5,They decide not to eat the main course,0
wedding,action_0,100,6,"Maxwell tries Ralph's coconut curry salmon and Ralph tries Maxwell's mushroom risotto, but they don't split the dishes",1
wedding,action_0,100,7,"One person eats and the other does not, with no attempt to share or decide together",0
wedding,action_0,100,8,They ask for a tasting portion of each and share those,1
wedding,action_1,0,0,Maxwell and Ralph decide to stick with their own orders and not try each other's dishes,0
wedding,action_1,0,1,"They ask the waiter to bring them a small taste of the other's dish, to be eaten separately",0
wedding,action_1,0,2,"Maxwell and Ralph swap plates completely, eating the other's full dish",1
wedding,action_1,0,3,"One person finishes their meal, then tries the other's leftovers",1
wedding,action_1,0,4,"They order a third, different dish to share between them",1
wedding,action_1,0,5,"Maxwell and Ralph eat from a single, shared plate with both dishes on it, using the same utensils",1
wedding,action_1,0,6,"Neither Maxwell nor Ralph touches the other's food, nor discusses it",0
wedding,action_1,0,7,"They have the waiter bring out a new, untouched portion of each dish, which they then share",1
wedding,action_1,0,8,"Maxwell and Ralph take turns eating from each other's plates, using their own utensils",1
wedding,action_1,50,0,Maxwell and Ralph decide to stick with their original orders and not share,0
wedding,action_1,50,1,They ask the waiter if they can order a small portion of each dish to share,1
wedding,action_1,50,2,Maxwell and Ralph swap plates entirely after receiving their orders,1
wedding,action_1,50,3,One person orders both dishes and the other person doesn't eat,0
wedding,action_1,50,4,They ask the waiter to bring out a tasting portion of both dishes before ordering,1
wedding,action_1,50,5,Maxwell eats from Ralph's plate using Ralph's utensils and vice versa,1
wedding,action_1,50,6,Neither Maxwell nor Ralph order a main course,0
wedding,action_1,50,7,Maxwell orders for both of them without consulting Ralph,0
wedding,action_1,50,8,They take a bite of the other's dish using their own utensils but don't transfer food to each other's plates,1
wedding,action_1,75,0,"Maxwell and Ralph order one of each dish to share, but only use one set of utensils, taking turns eating from the shared plates",1
wedding,action_1,75,1,"They decide to flip a coin to see who gets which dish, and the loser doesn't get to try the other dish",0
wedding,action_1,75,2,"Maxwell eats his risotto and Ralph eats his salmon, without offering or trying any of the other's dish",0
wedding,action_1,75,3,They ask the waiter if they can get a small taste portion of each dish to share,1
wedding,action_1,75,4,"One person finishes their meal, then tries some of the other's leftovers",1
wedding,action_1,75,5,They trade plates halfway through the meal,1
wedding,action_1,75,6,"Maxwell and Ralph discuss the dishes, but don't share food, and instead decide what to order for dessert",0
